day,tool_a,tool_b,class,n,c_1to1,c_split,c_merge,c_unmatched
thursday-pub,nfstream,tranalyzer,BENIGN,6599,5291,14,118,1176
thursday-pub,nfstream,tranalyzer,Lateral Movement,81,81,0,0,0
thursday-pub,nfstream,cicflowmeter-orig,ALL,6680,345,611,0,5724
thursday-pub,nfstream,cicflowmeter-orig,BENIGN,6599,301,575,0,5723
thursday-pub,nfstream,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,nfstream,cicflowmeter-fixed,ALL,6680,5242,248,0,1190
thursday-pub,nfstream,cicflowmeter-fixed,BENIGN,6599,5162,247,0,1190
thursday-pub,nfstream,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,nfstream,argus,ALL,6680,4878,0,648,1154
thursday-pub,nfstream,argus,BENIGN,6599,4797,0,648,1154
thursday-pub,nfstream,argus,Lateral Movement,81,81,0,0,0
thursday-pub,nfstream,go-flows,ALL,6680,6115,545,0,20
thursday-pub,nfstream,go-flows,BENIGN,6599,6034,545,0,20
thursday-pub,nfstream,go-flows,Lateral Movement,81,81,0,0,0
thursday-pub,nfstream,yaf,ALL,6680,5815,483,44,338
thursday-pub,nfstream,yaf,BENIGN,6599,5734,483,44,338
thursday-pub,nfstream,yaf,Lateral Movement,81,81,0,0,0
thursday-pub,nfstream,joy,ALL,6680,2491,566,0,3623
thursday-pub,nfstream,joy,BENIGN,6599,2412,564,0,3623
thursday-pub,nfstream,joy,Lateral Movement,81,79,2,0,0
thursday-pub,zeek,nfstream,ALL,6705,5366,13,110,1216
thursday-pub,zeek,nfstream,BENIGN,6624,5285,13,110,1216
thursday-pub,zeek,nfstream,Lateral Movement,81,81,0,0,0
thursday-pub,zeek,tranalyzer,ALL,6705,6588,1,91,25
thursday-pub,zeek,tranalyzer,BENIGN,6624,6507,1,91,25
thursday-pub,zeek,tranalyzer,Lateral Movement,81,81,0,0,0
thursday-pub,zeek,cicflowmeter-orig,ALL,6705,331,525,5,5844
thursday-pub,zeek,cicflowmeter-orig,BENIGN,6624,287,489,5,5843
thursday-pub,zeek,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,zeek,cicflowmeter-fixed,ALL,6705,6399,165,41,100
thursday-pub,zeek,cicflowmeter-fixed,BENIGN,6624,6319,164,41,100
thursday-pub,zeek,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,zeek,argus,ALL,6705,5965,0,714,26
thursday-pub,zeek,argus,BENIGN,6624,5884,0,714,26
thursday-pub,zeek,argus,Lateral Movement,81,81,0,0,0
thursday-pub,zeek,go-flows,ALL,6705,5198,229,27,1251
thursday-pub,zeek,go-flows,BENIGN,6624,5117,229,27,1251
thursday-pub,zeek,go-flows,Lateral Movement,81,81,0,0,0
thursday-pub,zeek,yaf,ALL,6705,5195,222,27,1261
thursday-pub,zeek,yaf,BENIGN,6624,5114,222,27,1261
thursday-pub,zeek,yaf,Lateral Movement,81,81,0,0,0
thursday-pub,zeek,joy,ALL,6705,6115,469,69,52
thursday-pub,zeek,joy,BENIGN,6624,6036,467,69,52
thursday-pub,zeek,joy,Lateral Movement,81,79,2,0,0
thursday-pub,tranalyzer,nfstream,ALL,6798,5372,19,83,1324
thursday-pub,tranalyzer,nfstream,BENIGN,6717,5291,19,83,1324
thursday-pub,tranalyzer,nfstream,Lateral Movement,81,81,0,0,0
thursday-pub,tranalyzer,zeek,ALL,6798,6588,39,4,167
thursday-pub,tranalyzer,zeek,BENIGN,6717,6507,39,4,167
thursday-pub,tranalyzer,zeek,Lateral Movement,81,81,0,0,0
thursday-pub,tranalyzer,cicflowmeter-orig,ALL,6798,331,530,0,5937
thursday-pub,tranalyzer,cicflowmeter-orig,BENIGN,6717,287,494,0,5936
thursday-pub,tranalyzer,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,tranalyzer,cicflowmeter-fixed,ALL,6798,6155,171,0,472
thursday-pub,tranalyzer,cicflowmeter-fixed,BENIGN,6717,6075,170,0,472
thursday-pub,tranalyzer,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,tranalyzer,argus,ALL,6798,5979,0,651,168
thursday-pub,tranalyzer,argus,BENIGN,6717,5898,0,651,168
thursday-pub,tranalyzer,argus,Lateral Movement,81,81,0,0,0
thursday-pub,tranalyzer,go-flows,ALL,6798,5192,248,0,1358
thursday-pub,tranalyzer,go-flows,BENIGN,6717,5111,248,0,1358
thursday-pub,tranalyzer,go-flows,Lateral Movement,81,81,0,0,0
thursday-pub,tranalyzer,yaf,ALL,6798,5182,242,4,1370
thursday-pub,tranalyzer,yaf,BENIGN,6717,5101,242,4,1370
thursday-pub,tranalyzer,yaf,Lateral Movement,81,81,0,0,0
thursday-pub,tranalyzer,joy,ALL,6798,2335,497,69,3897
thursday-pub,tranalyzer,joy,BENIGN,6717,2256,495,69,3897
thursday-pub,tranalyzer,joy,Lateral Movement,81,79,2,0,0
thursday-pub,cicflowmeter-orig,nfstream,ALL,9348,345,39,2300,6664
thursday-pub,cicflowmeter-orig,nfstream,BENIGN,9232,301,39,2229,6663
thursday-pub,cicflowmeter-orig,nfstream,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,zeek,ALL,9348,331,2,2280,6735
thursday-pub,cicflowmeter-orig,zeek,BENIGN,9232,287,2,2209,6734
thursday-pub,cicflowmeter-orig,zeek,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,tranalyzer,ALL,9348,331,0,2291,6726
thursday-pub,cicflowmeter-orig,tranalyzer,BENIGN,9232,287,0,2220,6725
thursday-pub,cicflowmeter-orig,tranalyzer,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,cicflowmeter-fixed,ALL,9348,1508,109,1150,6581
thursday-pub,cicflowmeter-orig,cicflowmeter-fixed,BENIGN,9232,1461,109,1082,6580
thursday-pub,cicflowmeter-orig,cicflowmeter-fixed,Lateral Movement,116,47,0,68,1
thursday-pub,cicflowmeter-orig,argus,ALL,9348,527,0,2106,6715
thursday-pub,cicflowmeter-orig,argus,BENIGN,9232,483,0,2035,6714
thursday-pub,cicflowmeter-orig,argus,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,go-flows,ALL,9348,345,39,2224,6740
thursday-pub,cicflowmeter-orig,go-flows,BENIGN,9232,301,39,2153,6739
thursday-pub,cicflowmeter-orig,go-flows,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,yaf,ALL,9348,343,40,2234,6731
thursday-pub,cicflowmeter-orig,yaf,BENIGN,9232,299,40,2163,6730
thursday-pub,cicflowmeter-orig,yaf,Lateral Movement,116,44,0,71,1
thursday-pub,cicflowmeter-orig,joy,ALL,9348,305,1432,769,6842
thursday-pub,cicflowmeter-orig,joy,BENIGN,9232,261,1429,701,6841
thursday-pub,cicflowmeter-orig,joy,Lateral Movement,116,44,3,68,1
thursday-pub,cicflowmeter-fixed,nfstream,ALL,7934,5242,41,1326,1325
thursday-pub,cicflowmeter-fixed,nfstream,BENIGN,7851,5162,41,1323,1325
thursday-pub,cicflowmeter-fixed,nfstream,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,zeek,ALL,7934,6399,18,1307,210
thursday-pub,cicflowmeter-fixed,zeek,BENIGN,7851,6319,18,1304,210
thursday-pub,cicflowmeter-fixed,zeek,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,tranalyzer,ALL,7934,6155,0,1321,458
thursday-pub,cicflowmeter-fixed,tranalyzer,BENIGN,7851,6075,0,1318,458
thursday-pub,cicflowmeter-fixed,tranalyzer,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,cicflowmeter-orig,ALL,7934,1508,571,59,5796
thursday-pub,cicflowmeter-fixed,cicflowmeter-orig,BENIGN,7851,1461,536,59,5795
thursday-pub,cicflowmeter-fixed,cicflowmeter-orig,Lateral Movement,83,47,35,0,1
thursday-pub,cicflowmeter-fixed,argus,ALL,7934,5799,0,1635,500
thursday-pub,cicflowmeter-fixed,argus,BENIGN,7851,5719,0,1632,500
thursday-pub,cicflowmeter-fixed,argus,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,go-flows,ALL,7934,4843,570,1163,1358
thursday-pub,cicflowmeter-fixed,go-flows,BENIGN,7851,4763,570,1160,1358
thursday-pub,cicflowmeter-fixed,go-flows,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,yaf,ALL,7934,4818,571,1188,1357
thursday-pub,cicflowmeter-fixed,yaf,BENIGN,7851,4738,571,1185,1357
thursday-pub,cicflowmeter-fixed,yaf,Lateral Movement,83,80,0,3,0
thursday-pub,cicflowmeter-fixed,joy,ALL,7934,5843,1545,83,463
thursday-pub,cicflowmeter-fixed,joy,BENIGN,7851,5763,1542,83,463
thursday-pub,cicflowmeter-fixed,joy,Lateral Movement,83,80,3,0,0
thursday-pub,argus,nfstream,ALL,6244,4878,256,0,1110
thursday-pub,argus,nfstream,BENIGN,6163,4797,256,0,1110
thursday-pub,argus,nfstream,Lateral Movement,81,81,0,0,0
thursday-pub,argus,zeek,ALL,6244,5965,273,0,6
thursday-pub,argus,zeek,BENIGN,6163,5884,273,0,6
thursday-pub,argus,zeek,Lateral Movement,81,81,0,0,0
thursday-pub,argus,tranalyzer,ALL,6244,5979,259,0,6
thursday-pub,argus,tranalyzer,BENIGN,6163,5898,259,0,6
thursday-pub,argus,tranalyzer,Lateral Movement,81,81,0,0,0
thursday-pub,argus,cicflowmeter-orig,ALL,6244,527,547,0,5170
thursday-pub,argus,cicflowmeter-orig,BENIGN,6163,483,511,0,5169
thursday-pub,argus,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,argus,cicflowmeter-fixed,ALL,6244,5799,418,0,27
thursday-pub,argus,cicflowmeter-fixed,BENIGN,6163,5719,417,0,27
thursday-pub,argus,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,argus,go-flows,ALL,6244,4336,798,0,1110
thursday-pub,argus,go-flows,BENIGN,6163,4255,798,0,1110
thursday-pub,argus,go-flows,Lateral Movement,81,81,0,0,0
thursday-pub,argus,yaf,ALL,6244,4341,790,0,1113
thursday-pub,argus,yaf,BENIGN,6163,4260,790,0,1113
thursday-pub,argus,yaf,Lateral Movement,81,81,0,0,0
thursday-pub,argus,joy,ALL,6244,5510,732,0,2
thursday-pub,argus,joy,BENIGN,6163,5431,730,0,2
thursday-pub,argus,joy,Lateral Movement,81,79,2,0,0
thursday-pub,go-flows,nfstream,ALL,7477,6115,0,1337,25
thursday-pub,go-flows,nfstream,BENIGN,7396,6034,0,1337,25
thursday-pub,go-flows,nfstream,Lateral Movement,81,81,0,0,0
thursday-pub,go-flows,zeek,ALL,7477,5198,11,554,1714
thursday-pub,go-flows,zeek,BENIGN,7396,5117,11,554,1714
thursday-pub,go-flows,zeek,Lateral Movement,81,81,0,0,0
thursday-pub,go-flows,tranalyzer,ALL,7477,5192,0,593,1692
thursday-pub,go-flows,tranalyzer,BENIGN,7396,5111,0,593,1692
thursday-pub,go-flows,tranalyzer,Lateral Movement,81,81,0,0,0
thursday-pub,go-flows,cicflowmeter-orig,ALL,7477,345,597,0,6535
thursday-pub,go-flows,cicflowmeter-orig,BENIGN,7396,301,561,0,6534
thursday-pub,go-flows,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,go-flows,cicflowmeter-fixed,ALL,7477,4843,234,1163,1237
thursday-pub,go-flows,cicflowmeter-fixed,BENIGN,7396,4763,233,1163,1237
thursday-pub,go-flows,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,go-flows,argus,ALL,7477,4336,0,1976,1165
thursday-pub,go-flows,argus,BENIGN,7396,4255,0,1976,1165
thursday-pub,go-flows,argus,Lateral Movement,81,81,0,0,0
thursday-pub,go-flows,yaf,ALL,7477,6034,823,168,452
thursday-pub,go-flows,yaf,BENIGN,7396,5953,823,168,452
thursday-pub,go-flows,yaf,Lateral Movement,81,81,0,0,0
thursday-pub,go-flows,joy,ALL,7477,2319,555,864,3739
thursday-pub,go-flows,joy,BENIGN,7396,2240,553,864,3739
thursday-pub,go-flows,joy,Lateral Movement,81,79,2,0,0
thursday-pub,yaf,nfstream,ALL,7447,5815,17,1187,428
thursday-pub,yaf,nfstream,BENIGN,7366,5734,17,1187,428
thursday-pub,yaf,nfstream,Lateral Movement,81,81,0,0,0
thursday-pub,yaf,zeek,ALL,7447,5195,12,520,1720
thursday-pub,yaf,zeek,BENIGN,7366,5114,12,520,1720
thursday-pub,yaf,zeek,Lateral Movement,81,81,0,0,0
thursday-pub,yaf,tranalyzer,ALL,7447,5182,2,559,1704
thursday-pub,yaf,tranalyzer,BENIGN,7366,5101,2,559,1704
thursday-pub,yaf,tranalyzer,Lateral Movement,81,81,0,0,0
thursday-pub,yaf,cicflowmeter-orig,ALL,7447,343,586,0,6518
thursday-pub,yaf,cicflowmeter-orig,BENIGN,7366,299,550,0,6517
thursday-pub,yaf,cicflowmeter-orig,Lateral Movement,81,44,36,0,1
thursday-pub,yaf,cicflowmeter-fixed,ALL,7447,4818,230,1163,1236
thursday-pub,yaf,cicflowmeter-fixed,BENIGN,7366,4738,229,1163,1236
thursday-pub,yaf,cicflowmeter-fixed,Lateral Movement,81,80,1,0,0
thursday-pub,yaf,argus,ALL,7447,4341,0,1912,1194
thursday-pub,yaf,argus,BENIGN,7366,4260,0,1912,1194
thursday-pub,yaf,argus,Lateral Movement,81,81,0,0,0
thursday-pub,yaf,go-flows,ALL,7447,6034,844,111,458
thursday-pub,yaf,go-flows,BENIGN,7366,5953,844,111,458
thursday-pub,yaf,go-flows,Lateral Movement,81,81,0,0,0
thursday-pub,yaf,joy,ALL,7447,2293,542,864,3748
thursday-pub,yaf,joy,BENIGN,7366,2214,540,864,3748
thursday-pub,yaf,joy,Lateral Movement,81,79,2,0,0
thursday-pub,joy,nfstream,ALL,11753,2491,24,5551,3687
thursday-pub,joy,nfstream,BENIGN,11665,2412,24,5542,3687
thursday-pub,joy,nfstream,Lateral Movement,88,79,0,9,0
thursday-pub,joy,zeek,ALL,11753,6115,14,5559,65
thursday-pub,joy,zeek,BENIGN,11665,6036,14,5550,65
thursday-pub,joy,zeek,Lateral Movement,88,79,0,9,0
thursday-pub,joy,tranalyzer,ALL,11753,2335,14,5630,3774
thursday-pub,joy,tranalyzer,BENIGN,11665,2256,14,5621,3774
thursday-pub,joy,tranalyzer,Lateral Movement,88,79,0,9,0
thursday-pub,joy,cicflowmeter-orig,ALL,11753,305,877,4253,6318
thursday-pub,joy,cicflowmeter-orig,BENIGN,11665,261,842,4247,6315
thursday-pub,joy,cicflowmeter-orig,Lateral Movement,88,44,35,6,3
thursday-pub,joy,cicflowmeter-fixed,ALL,11753,5843,583,4946,381
thursday-pub,joy,cicflowmeter-fixed,BENIGN,11665,5763,583,4938,381
thursday-pub,joy,cicflowmeter-fixed,Lateral Movement,88,80,0,8,0
thursday-pub,joy,argus,ALL,11753,5510,0,5192,1051
thursday-pub,joy,argus,BENIGN,11665,5431,0,5183,1051
thursday-pub,joy,argus,Lateral Movement,88,79,0,9,0
thursday-pub,joy,go-flows,ALL,11753,2319,495,5245,3694
thursday-pub,joy,go-flows,BENIGN,11665,2240,495,5236,3694
thursday-pub,joy,go-flows,Lateral Movement,88,79,0,9,0
thursday-pub,joy,yaf,ALL,11753,2293,495,5257,3708
thursday-pub,joy,yaf,BENIGN,11665,2214,495,5248,3708
thursday-pub,joy,yaf,Lateral Movement,88,79,0,9,0
thursday-pvt,nfstream,zeek,ALL,2223,625,8,94,1496
thursday-pvt,nfstream,zeek,BENIGN,367,136,7,81,143
thursday-pvt,nfstream,zeek,Lateral Movement,1856,489,1,13,1353
thursday-pvt,nfstream,tranalyzer,ALL,2223,633,0,95,1495
thursday-pvt,nfstream,tranalyzer,BENIGN,367,143,0,82,142
thursday-pvt,nfstream,tranalyzer,Lateral Movement,1856,490,0,13,1353
thursday-pvt,nfstream,cicflowmeter-orig,ALL,2223,67,81,1,2074
thursday-pvt,nfstream,cicflowmeter-orig,BENIGN,367,36,74,1,256
thursday-pvt,nfstream,cicflowmeter-orig,Lateral Movement,1856,31,7,0,1818
thursday-pvt,nfstream,argus,ALL,2223,599,0,158,1466
thursday-pvt,nfstream,argus,BENIGN,367,118,0,135,114
thursday-pvt,nfstream,argus,Lateral Movement,1856,481,0,23,1352
thursday-pvt,nfstream,go-flows,ALL,2223,2123,78,2,20
thursday-pvt,nfstream,go-flows,BENIGN,367,329,16,2,20
thursday-pvt,nfstream,go-flows,Lateral Movement,1856,1794,62,0,0
thursday-pvt,nfstream,yaf,ALL,2223,1716,66,22,419
thursday-pvt,nfstream,yaf,BENIGN,367,268,15,11,73
thursday-pvt,nfstream,yaf,Lateral Movement,1856,1448,51,11,346
thursday-pvt,nfstream,joy,ALL,2223,526,111,0,1586
thursday-pvt,nfstream,joy,BENIGN,367,40,95,0,232
thursday-pvt,nfstream,joy,Lateral Movement,1856,486,16,0,1354
thursday-pvt,zeek,nfstream,ALL,2187,625,11,26,1525
thursday-pvt,zeek,nfstream,BENIGN,334,135,6,25,168
thursday-pvt,zeek,nfstream,Lateral Movement,1853,490,5,1,1357
thursday-pvt,zeek,tranalyzer,ALL,2187,2084,0,81,22
thursday-pvt,zeek,tranalyzer,BENIGN,334,240,0,72,22
thursday-pvt,zeek,tranalyzer,Lateral Movement,1853,1844,0,9,0
thursday-pvt,zeek,cicflowmeter-orig,ALL,2187,55,15,11,2106
thursday-pvt,zeek,cicflowmeter-orig,BENIGN,334,30,8,10,286
thursday-pvt,zeek,cicflowmeter-orig,Lateral Movement,1853,25,7,1,1820
thursday-pvt,zeek,argus,ALL,2187,2012,0,153,22
thursday-pvt,zeek,argus,BENIGN,334,178,0,134,22
thursday-pvt,zeek,argus,Lateral Movement,1853,1834,0,19,0
thursday-pvt,zeek,go-flows,ALL,2187,572,64,26,1525
thursday-pvt,zeek,go-flows,BENIGN,334,135,6,25,168
thursday-pvt,zeek,go-flows,Lateral Movement,1853,437,58,1,1357
thursday-pvt,zeek,yaf,ALL,2187,570,57,22,1538
thursday-pvt,zeek,yaf,BENIGN,334,128,4,21,181
thursday-pvt,zeek,yaf,Lateral Movement,1853,442,53,1,1357
thursday-pvt,zeek,joy,ALL,2187,2117,35,6,29
thursday-pvt,zeek,joy,BENIGN,334,275,24,6,29
thursday-pvt,zeek,joy,Lateral Movement,1853,1842,11,0,0
thursday-pvt,tranalyzer,nfstream,ALL,2199,633,11,0,1555
thursday-pvt,tranalyzer,nfstream,BENIGN,350,142,6,0,202
thursday-pvt,tranalyzer,nfstream,Lateral Movement,1849,491,5,0,1353
thursday-pvt,tranalyzer,zeek,ALL,2199,2084,33,0,82
thursday-pvt,tranalyzer,zeek,BENIGN,350,240,28,0,82
thursday-pvt,tranalyzer,zeek,Lateral Movement,1849,1844,5,0,0
thursday-pvt,tranalyzer,cicflowmeter-orig,ALL,2199,58,14,0,2127
thursday-pvt,tranalyzer,cicflowmeter-orig,BENIGN,350,32,7,0,311
thursday-pvt,tranalyzer,cicflowmeter-orig,Lateral Movement,1849,26,7,0,1816
thursday-pvt,tranalyzer,argus,ALL,2199,2021,0,96,82
thursday-pvt,tranalyzer,argus,BENIGN,350,187,0,81,82
thursday-pvt,tranalyzer,argus,Lateral Movement,1849,1834,0,15,0
thursday-pvt,tranalyzer,go-flows,ALL,2199,571,73,0,1555
thursday-pvt,tranalyzer,go-flows,BENIGN,350,142,6,0,202
thursday-pvt,tranalyzer,go-flows,Lateral Movement,1849,429,67,0,1353
thursday-pvt,tranalyzer,yaf,ALL,2199,566,67,0,1566
thursday-pvt,tranalyzer,yaf,BENIGN,350,132,5,0,213
thursday-pvt,tranalyzer,yaf,Lateral Movement,1849,434,62,0,1353
thursday-pvt,tranalyzer,joy,ALL,2199,1976,58,0,165
thursday-pvt,tranalyzer,joy,BENIGN,350,143,42,0,165
thursday-pvt,tranalyzer,joy,Lateral Movement,1849,1833,16,0,0
thursday-pvt,cicflowmeter-orig,nfstream,ALL,4088,67,43,1012,2966
thursday-pvt,cicflowmeter-orig,nfstream,BENIGN,1780,32,43,998,707
thursday-pvt,cicflowmeter-orig,nfstream,Lateral Movement,2308,35,0,14,2259
thursday-pvt,cicflowmeter-orig,zeek,ALL,4088,55,3,1070,2960
thursday-pvt,cicflowmeter-orig,zeek,BENIGN,1780,27,2,1049,702
thursday-pvt,cicflowmeter-orig,zeek,Lateral Movement,2308,28,1,21,2258
thursday-pvt,cicflowmeter-orig,tranalyzer,ALL,4088,58,0,1070,2960
thursday-pvt,cicflowmeter-orig,tranalyzer,BENIGN,1780,29,0,1049,702
thursday-pvt,cicflowmeter-orig,tranalyzer,Lateral Movement,2308,29,0,21,2258
thursday-pvt,cicflowmeter-orig,argus,ALL,4088,40,0,799,3249
thursday-pvt,cicflowmeter-orig,argus,BENIGN,1780,21,0,766,993
thursday-pvt,cicflowmeter-orig,argus,Lateral Movement,2308,19,0,33,2256
thursday-pvt,cicflowmeter-orig,go-flows,ALL,4088,67,43,1012,2966
thursday-pvt,cicflowmeter-orig,go-flows,BENIGN,1780,32,43,998,707
thursday-pvt,cicflowmeter-orig,go-flows,Lateral Movement,2308,35,0,14,2259
thursday-pvt,cicflowmeter-orig,yaf,ALL,4088,58,43,1027,2960
thursday-pvt,cicflowmeter-orig,yaf,BENIGN,1780,29,43,1006,702
thursday-pvt,cicflowmeter-orig,yaf,Lateral Movement,2308,29,0,21,2258
thursday-pvt,cicflowmeter-orig,joy,ALL,4088,49,1065,4,2970
thursday-pvt,cicflowmeter-orig,joy,BENIGN,1780,18,1051,0,711
thursday-pvt,cicflowmeter-orig,joy,Lateral Movement,2308,31,14,4,2259
thursday-pvt,argus,nfstream,ALL,2038,599,17,0,1422
thursday-pvt,argus,nfstream,BENIGN,199,118,11,0,70
thursday-pvt,argus,nfstream,Lateral Movement,1839,481,6,0,1352
thursday-pvt,argus,zeek,ALL,2038,2012,23,0,3
thursday-pvt,argus,zeek,BENIGN,199,178,18,0,3
thursday-pvt,argus,zeek,Lateral Movement,1839,1834,5,0,0
thursday-pvt,argus,tranalyzer,ALL,2038,2021,14,0,3
thursday-pvt,argus,tranalyzer,BENIGN,199,187,9,0,3
thursday-pvt,argus,tranalyzer,Lateral Movement,1839,1834,5,0,0
thursday-pvt,argus,cicflowmeter-orig,ALL,2038,40,12,0,1986
thursday-pvt,argus,cicflowmeter-orig,BENIGN,199,21,6,0,172
thursday-pvt,argus,cicflowmeter-orig,Lateral Movement,1839,19,6,0,1814
thursday-pvt,argus,go-flows,ALL,2038,529,87,0,1422
thursday-pvt,argus,go-flows,BENIGN,199,110,19,0,70
thursday-pvt,argus,go-flows,Lateral Movement,1839,419,68,0,1352
thursday-pvt,argus,yaf,ALL,2038,530,83,0,1425
thursday-pvt,argus,yaf,BENIGN,199,110,16,0,73
thursday-pvt,argus,yaf,Lateral Movement,1839,420,67,0,1352
thursday-pvt,argus,joy,ALL,2038,1998,38,0,2
thursday-pvt,argus,joy,BENIGN,199,169,28,0,2
thursday-pvt,argus,joy,Lateral Movement,1839,1829,10,0,0
thursday-pvt,go-flows,nfstream,ALL,2294,2123,8,142,21
thursday-pvt,go-flows,nfstream,BENIGN,390,329,8,32,21
thursday-pvt,go-flows,nfstream,Lateral Movement,1904,1794,0,110,0
thursday-pvt,go-flows,zeek,ALL,2294,572,8,200,1514
thursday-pvt,go-flows,zeek,BENIGN,390,136,7,94,153
thursday-pvt,go-flows,zeek,Lateral Movement,1904,436,1,106,1361
thursday-pvt,go-flows,tranalyzer,ALL,2294,571,0,219,1504
thursday-pvt,go-flows,tranalyzer,BENIGN,390,143,0,96,151
thursday-pvt,go-flows,tranalyzer,Lateral Movement,1904,428,0,123,1353
thursday-pvt,go-flows,cicflowmeter-orig,ALL,2294,67,81,1,2145
thursday-pvt,go-flows,cicflowmeter-orig,BENIGN,390,36,74,1,279
thursday-pvt,go-flows,cicflowmeter-orig,Lateral Movement,1904,31,7,0,1866
thursday-pvt,go-flows,argus,ALL,2294,529,0,298,1467
thursday-pvt,go-flows,argus,BENIGN,390,110,0,165,115
thursday-pvt,go-flows,argus,Lateral Movement,1904,419,0,133,1352
thursday-pvt,go-flows,yaf,ALL,2294,1725,99,40,430
thursday-pvt,go-flows,yaf,BENIGN,390,280,22,10,78
thursday-pvt,go-flows,yaf,Lateral Movement,1904,1445,77,30,352
thursday-pvt,go-flows,joy,ALL,2294,464,111,125,1594
thursday-pvt,go-flows,joy,BENIGN,390,40,95,15,240
thursday-pvt,go-flows,joy,Lateral Movement,1904,424,16,110,1354
thursday-pvt,yaf,nfstream,ALL,2279,1716,15,117,431
thursday-pvt,yaf,nfstream,BENIGN,383,268,11,28,76
thursday-pvt,yaf,nfstream,Lateral Movement,1896,1448,4,89,355
thursday-pvt,yaf,zeek,ALL,2279,570,7,178,1524
thursday-pvt,yaf,zeek,BENIGN,383,129,6,85,163
thursday-pvt,yaf,zeek,Lateral Movement,1896,441,1,93,1361
thursday-pvt,yaf,tranalyzer,ALL,2279,566,0,198,1515
thursday-pvt,yaf,tranalyzer,BENIGN,383,133,0,88,162
thursday-pvt,yaf,tranalyzer,Lateral Movement,1896,433,0,110,1353
thursday-pvt,yaf,cicflowmeter-orig,ALL,2279,58,82,1,2138
thursday-pvt,yaf,cicflowmeter-orig,BENIGN,383,33,75,1,274
thursday-pvt,yaf,cicflowmeter-orig,Lateral Movement,1896,25,7,0,1864
thursday-pvt,yaf,argus,ALL,2279,530,0,253,1496
thursday-pvt,yaf,argus,BENIGN,383,110,0,129,144
thursday-pvt,yaf,argus,Lateral Movement,1896,420,0,124,1352
thursday-pvt,yaf,go-flows,ALL,2279,1725,108,14,432
thursday-pvt,yaf,go-flows,BENIGN,383,280,24,2,77
thursday-pvt,yaf,go-flows,Lateral Movement,1896,1445,84,12,355
thursday-pvt,yaf,joy,ALL,2279,451,104,125,1599
thursday-pvt,yaf,joy,BENIGN,383,29,93,15,246
thursday-pvt,yaf,joy,Lateral Movement,1896,422,11,110,1353
thursday-pvt,joy,nfstream,ALL,6507,526,29,4318,1634
thursday-pvt,joy,nfstream,BENIGN,4620,40,29,4277,274
thursday-pvt,joy,nfstream,Lateral Movement,1887,486,0,41,1360
thursday-pvt,joy,zeek,ALL,6507,2117,2,4359,29
thursday-pvt,joy,zeek,BENIGN,4620,276,2,4313,29
thursday-pvt,joy,zeek,Lateral Movement,1887,1841,0,46,0
thursday-pvt,joy,tranalyzer,ALL,6507,1976,0,4425,106
thursday-pvt,joy,tranalyzer,BENIGN,4620,144,0,4370,106
thursday-pvt,joy,tranalyzer,Lateral Movement,1887,1832,0,55,0
thursday-pvt,joy,cicflowmeter-orig,ALL,6507,49,510,3492,2456
thursday-pvt,joy,cicflowmeter-orig,BENIGN,4620,22,507,3462,629
thursday-pvt,joy,cicflowmeter-orig,Lateral Movement,1887,27,3,30,1827
thursday-pvt,joy,argus,ALL,6507,1998,0,3420,1089
thursday-pvt,joy,argus,BENIGN,4620,169,0,3362,1089
thursday-pvt,joy,argus,Lateral Movement,1887,1829,0,58,0
thursday-pvt,joy,go-flows,ALL,6507,464,92,4317,1634
thursday-pvt,joy,go-flows,BENIGN,4620,40,30,4276,274
thursday-pvt,joy,go-flows,Lateral Movement,1887,424,62,41,1360
thursday-pvt,joy,yaf,ALL,6507,451,92,4321,1643
thursday-pvt,joy,yaf,BENIGN,4620,29,30,4277,284
thursday-pvt,joy,yaf,Lateral Movement,1887,422,62,44,1359
friday-pub,nfstream,zeek,ALL,5341,4331,10,108,892
friday-pub,nfstream,zeek,BENIGN,5339,4331,10,106,892
